Date,Median income,Population,Mortgage Rate,Interest Rate,property_type,price,Median income_normalized,Population_normalized,Mortgage Rate_normalized,Interest Rate_normalized
2008-01-01,4784.166666666667,11016754.0,6.81,4.25,One_storey,288500,-0.5592891376635521,-1.109176162201435,2.366026169196792,2.0278625944976287
2008-02-01,4784.166666666667,11016754.0,6.72,4.25,One_storey,289000,-0.5592891376635521,-1.109176162201435,2.2708650499644287,2.0278625944976287
2008-03-01,4784.166666666667,11016754.0,6.6,3.75,One_storey,289000,-0.5592891376635521,-1.109176162201435,2.143983557654611,1.6315808906640576
2008-04-01,4784.166666666667,11042464.66666667,6.4,3.25,One_storey,287700,-0.5592891376635521,-1.0690957755091937,1.9325144038049156,1.2352991868304863
2008-05-01,4784.166666666667,11042464.66666667,6.21,3.25,One_storey,285900,-0.5592891376635521,-1.0690957755091937,1.7316187076477039,1.2352991868304863
2008-06-01,4784.166666666667,11042464.66666667,6.2,3.25,One_storey,284300,-0.5592891376635521,-1.0690957755091937,1.7210452499552193,1.2352991868304863
2008-07-01,4784.166666666667,11082432.66666667,6.37,3.25,One_storey,281900,-0.5592891376635521,-1.0067896161207956,1.900794030727461,1.2352991868304863
2008-08-01,4784.166666666667,11082432.66666667,6.25,3.25,One_storey,280400,-0.5592891376635521,-1.0067896161207956,1.7739125384176433,1.2352991868304863
2008-09-01,4784.166666666667,11082432.66666667,6.16,3.25,One_storey,278800,-0.5592891376635521,-1.0067896161207956,1.6787514191852801,1.2352991868304863
2008-10-01,4784.166666666667,11124326.0,6.46,2.5,One_storey,275000,-0.5592891376635521,-0.9414820524704312,1.995955149959824,0.6408766310801295
2008-11-01,4784.166666666667,11124326.0,6.51,2.5,One_storey,271500,-0.5592891376635521,-0.9414820524704312,2.0488224384222478,0.6408766310801295
2008-12-01,4784.166666666667,11124326.0,6.17,1.75,One_storey,268400,-0.5592891376635521,-0.9414820524704312,1.6893248768777647,0.04645407532977262
2009-01-01,4807.5,11142584.66666667,5.78,1.25,One_storey,265700,-0.4541945727980259,-0.9130185968170795,1.2769600268708576,-0.3498276285037986
2009-02-01,4807.5,11142584.66666667,5.28,1.25,One_storey,263200,-0.4541945727980259,-0.9130185968170795,0.7482871422466173,-0.3498276285037986
2009-03-01,4807.5,11142584.66666667,5.14,0.75,One_storey,260000,-0.4541945727980259,-0.9130185968170795,0.6002587345518293,-0.7461093323373699
2009-04-01,4807.5,11170768.33333333,4.79,0.5,One_storey,261500,-0.4541945727980259,-0.8690830476907178,0.2301877153148615,-0.9442501842541555
2009-05-01,4807.5,11170768.33333333,4.62,0.5,One_storey,263000,-0.4541945727980259,-0.8690830476907178,0.05043893454261989,-0.9442501842541555
2009-06-01,4807.5,11170768.33333333,4.9,0.5,One_storey,265400,-0.4541945727980259,-0.8690830476907178,0.34649574993219473,-0.9442501842541555
2009-07-01,4807.5,11210023.0,5.14,0.5,One_storey,268800,-0.4541945727980259,-0.8078889044243056,0.6002587345518293,-0.9442501842541555
2009-08-01,4807.5,11210023.0,5.13,0.5,One_storey,271900,-0.4541945727980259,-0.8078889044243056,0.5896852768593448,-0.9442501842541555
2009-09-01,4807.5,11210023.0,4.97,0.5,One_storey,275200,-0.4541945727980259,-0.8078889044243056,0.4205099537795877,-0.9442501842541555
2009-10-01,4807.5,11252860.33333333,5.0,0.5,One_storey,278700,-0.4541945727980259,-0.74110973813026,0.4522303268570424,-0.9442501842541555
2009-11-01,4807.5,11252860.33333333,5.06,0.5,One_storey,281700,-0.4541945727980259,-0.74110973813026,0.5156710730119508,-0.9442501842541555
2009-12-01,4807.5,11252860.33333333,4.83,0.5,One_storey,284800,-0.4541945727980259,-0.74110973813026,0.2724815460848008,-0.9442501842541555
2010-01-01,4783.333333333333,11269672.0,4.8,0.5,One_storey,285800,-0.5630425149801809,-0.7149020123767036,0.2407611730073461,-0.9442501842541555
2010-02-01,4783.333333333333,11269672.0,4.73,0.5,One_storey,287000,-0.5630425149801809,-0.7149020123767036,0.1667469691599531,-0.9442501842541555
2010-03-01,4783.333333333333,11269672.0,4.71,0.5,One_storey,287700,-0.5630425149801809,-0.7149020123767036,0.145600053774983,-0.9442501842541555
2010-04-01,4783.333333333333,11296820.33333333,5.15,0.5,One_storey,288400,-0.5630425149801809,-0.6725804455283291,0.6108321922443148,-0.9442501842541555
2010-05-01,4783.333333333333,11296820.33333333,5.3,0.5,One_storey,287800,-0.5630425149801809,-0.6725804455283291,0.7694340576315865,-0.9442501842541555
2010-06-01,4783.333333333333,11296820.33333333,5.18,0.75,One_storey,286400,-0.5630425149801809,-0.6725804455283291,0.6425525653217686,-0.7461093323373699
2010-07-01,4783.333333333333,11335300.66666667,5.02,1.0,One_storey,285900,-0.5630425149801809,-0.6125934113513439,0.47337724224201155,-0.5479684804205842
2010-08-01,4783.333333333333,11335300.66666667,4.82,1.0,One_storey,285200,-0.5630425149801809,-0.6125934113513439,0.2619080883923162,-0.5479684804205842
2010-09-01,4783.333333333333,11335300.66666667,4.6,1.25,One_storey,284900,-0.5630425149801809,-0.6125934113513439,0.02929201915764979,-0.3498276285037986
2010-10-01,4783.333333333333,11377510.33333333,4.52,1.25,One_storey,285700,-0.5630425149801809,-0.5467927153179147,-0.055295642382228734,-0.3498276285037986
2010-11-01,4783.333333333333,11377510.33333333,4.45,1.25,One_storey,286400,-0.5630425149801809,-0.5467927153179147,-0.12930984622962174,-0.3498276285037986
2010-12-01,4783.333333333333,11377510.33333333,4.5,1.25,One_storey,287100,-0.5630425149801809,-0.5467927153179147,-0.0764425577671979,-0.3498276285037986
2011-01-01,4770.0,11388877.66666667,4.55,1.25,One_storey,288400,-0.6230965520461954,-0.5290721668169114,-0.023575269304774053,-0.3498276285037986
2011-02-01,4770.0,11388877.66666667,4.68,1.25,One_storey,290400,-0.6230965520461954,-0.5290721668169114,0.11387968069752831,-0.3498276285037986
2011-03-01,4770.0,11388877.66666667,4.7,1.25,One_storey,292100,-0.6230965520461954,-0.5290721668169114,0.13502659608249842,-0.3498276285037986
2011-04-01,4770.0,11410185.0,4.87,1.25,One_storey,293400,-0.6230965520461954,-0.49585614132631384,0.31477537685474005,-0.3498276285037986
2011-05-01,4770.0,11410185.0,4.83,1.25,One_storey,295500,-0.6230965520461954,-0.49585614132631384,0.2724815460848008,-0.3498276285037986
2011-06-01,4770.0,11410185.0,4.6,1.25,One_storey,297300,-0.6230965520461954,-0.49585614132631384,0.02929201915764979,-0.3498276285037986
2011-07-01,4770.0,11446407.0,4.57,1.25,One_storey,298600,-0.6230965520461954,-0.4393896254794725,-0.0024283539198039525,-0.3498276285037986
2011-08-01,4770.0,11446407.0,4.52,1.25,One_storey,300000,-0.6230965520461954,-0.4393896254794725,-0.055295642382228734,-0.3498276285037986
2011-09-01,4770.0,11446407.0,4.42,1.25,One_storey,301500,-0.6230965520461954,-0.4393896254794725,-0.16103021930707642,-0.3498276285037986
2011-10-01,4770.0,11485904.33333333,4.35,1.25,One_storey,302800,-0.6230965520461954,-0.3778171888781124,-0.23504442315447036,-0.3498276285037986
2011-11-01,4770.0,11485904.33333333,4.38,1.25,One_storey,305000,-0.6230965520461954,-0.3778171888781124,-0.20332405007701568,-0.3498276285037986
2011-12-01,4770.0,11485904.33333333,4.36,1.25,One_storey,306900,-0.6230965520461954,-0.3778171888781124,-0.22447096546198483,-0.3498276285037986
2012-01-01,4835.0,11505344.0,4.31,1.25,One_storey,309100,-0.33033312134936826,-0.34751267101905375,-0.27733825392440964,-0.3498276285037986
2012-02-01,4835.0,11505344.0,4.23,1.25,One_storey,308400,-0.33033312134936826,-0.34751267101905375,-0.3619259154642872,-0.3498276285037986
2012-03-01,4835.0,11505344.0,4.21,1.25,One_storey,310600,-0.33033312134936826,-0.34751267101905375,-0.3830728308492573,-0.3498276285037986
2012-04-01,4835.0,11530730.66666667,4.36,1.25,One_storey,312000,-0.33033312134936826,-0.30793736828502505,-0.22447096546198483,-0.3498276285037986
2012-05-01,4835.0,11530730.66666667,4.35,1.25,One_storey,313400,-0.33033312134936826,-0.30793736828502505,-0.23504442315447036,-0.3498276285037986
2012-06-01,4835.0,11530730.66666667,4.25,1.25,One_storey,312600,-0.33033312134936826,-0.30793736828502505,-0.34077900007931805,-0.3498276285037986
2012-07-01,4835.0,11571131.66666667,4.23,1.25,One_storey,312500,-0.33033312134936826,-0.24495620471790464,-0.3619259154642872,-0.3498276285037986
2012-08-01,4835.0,11571131.66666667,4.23,1.25,One_storey,312700,-0.33033312134936826,-0.24495620471790464,-0.3619259154642872,-0.3498276285037986
2012-09-01,4835.0,11571131.66666667,4.2,1.25,One_storey,312500,-0.33033312134936826,-0.24495620471790464,-0.3936462885417419,-0.3498276285037986
2012-10-01,4835.0,11611657.66666667,4.17,1.25,One_storey,312500,-0.33033312134936826,-0.18178017851258488,-0.42536666161919656,-0.3498276285037986
2012-11-01,4835.0,11611657.66666667,4.15,1.25,One_storey,312500,-0.33033312134936826,-0.18178017851258488,-0.4465135770041657,-0.3498276285037986
2012-12-01,4835.0,11611657.66666667,4.15,1.25,One_storey,313700,-0.33033312134936826,-0.18178017851258488,-0.4465135770041657,-0.3498276285037986
2013-01-01,4894.166666666667,11627264.66666667,4.14,1.25,One_storey,313000,-0.06384333186892169,-0.15745040895757265,-0.45708703469665124,-0.3498276285037986
2013-02-01,4894.166666666667,11627264.66666667,4.11,1.25,One_storey,313500,-0.06384333186892169,-0.15745040895757265,-0.488807407774105,-0.3498276285037986
2013-03-01,4894.166666666667,11627264.66666667,4.02,1.25,One_storey,314600,-0.06384333186892169,-0.15745040895757265,-0.5839685270064691,-0.3498276285037986
2013-04-01,4894.166666666667,11652189.0,4.02,1.25,One_storey,314700,-0.06384333186892169,-0.11859583816804012,-0.5839685270064691,-0.3498276285037986
2013-05-01,4894.166666666667,11652189.0,4.02,1.25,One_storey,315300,-0.06384333186892169,-0.11859583816804012,-0.5839685270064691,-0.3498276285037986
2013-06-01,4894.166666666667,11652189.0,4.0,1.25,One_storey,316400,-0.06384333186892169,-0.11859583816804012,-0.6051154423914382,-0.3498276285037986
2013-07-01,4894.166666666667,11693664.0,4.08,1.25,One_storey,318000,-0.06384333186892169,-0.05394041481351125,-0.5205277808515597,-0.3498276285037986
2013-08-01,4894.166666666667,11693664.0,4.14,1.25,One_storey,319300,-0.06384333186892169,-0.05394041481351125,-0.45708703469665124,-0.3498276285037986
2013-09-01,4894.166666666667,11693664.0,4.33,1.25,One_storey,321900,-0.06384333186892169,-0.05394041481351125,-0.25619133853943954,-0.3498276285037986
2013-10-01,4894.166666666667,11736532.33333333,4.4,1.25,One_storey,323300,-0.06384333186892169,0.012887077414807675,-0.18217713469204558,-0.3498276285037986
2013-11-01,4894.166666666667,11736532.33333333,4.39,1.25,One_storey,325100,-0.06384333186892169,0.012887077414807675,-0.1927505923845311,-0.3498276285037986
2013-12-01,4894.166666666667,11736532.33333333,4.39,1.25,One_storey,326700,-0.06384333186892169,0.012887077414807675,-0.1927505923845311,-0.3498276285037986
2014-01-01,4910.833333333333,11749007.66666667,4.38,1.25,One_storey,328400,0.011224214463595358,0.0323348883408097,-0.20332405007701568,-0.3498276285037986
2014-02-01,4910.833333333333,11749007.66666667,4.32,1.25,One_storey,329500,0.011224214463595358,0.0323348883408097,-0.2667647962319241,-0.3498276285037986
2014-03-01,4910.833333333333,11749007.66666667,4.16,1.25,One_storey,329400,0.011224214463595358,0.0323348883408097,-0.43594011931168114,-0.3498276285037986
2014-04-01,4910.833333333333,11773513.33333333,4.02,1.25,One_storey,330100,0.011224214463595358,0.07053679920079518,-0.5839685270064691,-0.3498276285037986
2014-05-01,4910.833333333333,11773513.33333333,4.02,1.25,One_storey,330900,0.011224214463595358,0.07053679920079518,-0.5839685270064691,-0.3498276285037986
2014-06-01,4910.833333333333,11773513.33333333,4.0,1.25,One_storey,332400,0.011224214463595358,0.07053679920079518,-0.6051154423914382,-0.3498276285037986
2014-07-01,4910.833333333333,11811355.33333333,4.01,1.25,One_storey,333600,0.011224214463595358,0.1295287348386995,-0.5945419846989536,-0.3498276285037986
2014-08-01,4910.833333333333,11811355.33333333,4.01,1.25,One_storey,335000,0.011224214463595358,0.1295287348386995,-0.5945419846989536,-0.3498276285037986
2014-09-01,4910.833333333333,11811355.33333333,4.02,1.25,One_storey,336700,0.011224214463595358,0.1295287348386995,-0.5839685270064691,-0.3498276285037986
2014-10-01,4910.833333333333,11851768.33333333,4.0,1.25,One_storey,338400,0.011224214463595358,0.19252860521908707,-0.6051154423914382,-0.3498276285037986
2014-11-01,4910.833333333333,11851768.33333333,4.0,1.25,One_storey,340200,0.011224214463595358,0.19252860521908707,-0.6051154423914382,-0.3498276285037986
2014-12-01,4910.833333333333,11851768.33333333,3.98,1.25,One_storey,341800,0.011224214463595358,0.19252860521908707,-0.6262623577764078,-0.3498276285037986
2015-01-01,4960.0,11857014.33333333,3.96,1.0,One_storey,343500,0.23267347614453004,0.20070660041903546,-0.6474092731613774,-0.5479684804205842
2015-02-01,4960.0,11857014.33333333,3.91,1.0,One_storey,344400,0.23267347614453004,0.20070660041903546,-0.7002765616238014,-0.5479684804205842
2015-03-01,4960.0,11857014.33333333,3.84,1.0,One_storey,345000,0.23267347614453004,0.20070660041903546,-0.7742907654711952,-0.5479684804205842
2015-04-01,4960.0,11868911.33333333,3.76,1.0,One_storey,346900,0.23267347614453004,0.21925284687229235,-0.8588784270110738,-0.5479684804205842
2015-05-01,4960.0,11868911.33333333,3.74,1.0,One_storey,348400,0.23267347614453004,0.21925284687229235,-0.8800253423960429,-0.5479684804205842
2015-06-01,4960.0,11868911.33333333,3.72,1.0,One_storey,351300,0.23267347614453004,0.21925284687229235,-0.9011722577810126,-0.5479684804205842
2015-07-01,4960.0,11901499.33333333,3.71,0.75,One_storey,354400,0.23267347614453004,0.2700543161014035,-0.9117457154734976,-0.7461093323373699
2015-08-01,4960.0,11901499.33333333,3.71,0.75,One_storey,358400,0.23267347614453004,0.2700543161014035,-0.9117457154734976,-0.7461093323373699
2015-09-01,4960.0,11901499.33333333,3.71,0.75,One_storey,361500,0.23267347614453004,0.2700543161014035,-0.9117457154734976,-0.7461093323373699
2015-10-01,4960.0,11941197.0,3.72,0.75,One_storey,364600,0.23267347614453004,0.3319390525575941,-0.9011722577810126,-0.7461093323373699
2015-11-01,4960.0,11941197.0,3.72,0.75,One_storey,367600,0.23267347614453004,0.3319390525575941,-0.9011722577810126,-0.7461093323373699
2015-12-01,4960.0,11941197.0,3.75,0.75,One_storey,371000,0.23267347614453004,0.3319390525575941,-0.8694518847035584,-0.7461093323373699
2016-01-01,4967.5,11957161.33333333,3.76,0.75,One_storey,374400,0.2664538719941639,0.35682586944100053,-0.8588784270110738,-0.7461093323373699
2016-02-01,4967.5,11957161.33333333,3.75,0.75,One_storey,379500,0.2664538719941639,0.35682586944100053,-0.8694518847035584,-0.7461093323373699
2016-03-01,4967.5,11957161.33333333,3.73,0.75,One_storey,385300,0.2664538719941639,0.35682586944100053,-0.890598800088528,-0.7461093323373699
2016-04-01,4967.5,11990135.66666667,3.7,0.75,One_storey,391900,0.2664538719941639,0.40822959413058274,-0.9223191731659822,-0.7461093323373699
2016-05-01,4967.5,11990135.66666667,3.67,0.75,One_storey,399400,0.2664538719941639,0.40822959413058274,-0.9540395462434369,-0.7461093323373699
2016-06-01,4967.5,11990135.66666667,3.66,0.75,One_storey,405500,0.2664538719941639,0.40822959413058274,-0.9646130039359214,-0.7461093323373699
2016-07-01,4967.5,12036934.33333333,3.67,0.75,One_storey,410100,0.2664538719941639,0.4811840873375848,-0.9540395462434369,-0.7461093323373699
2016-08-01,4967.5,12036934.33333333,3.68,0.75,One_storey,413700,0.2664538719941639,0.4811840873375848,-0.9434660885509518,-0.7461093323373699
2016-09-01,4967.5,12036934.33333333,3.67,0.75,One_storey,416200,0.2664538719941639,0.4811840873375848,-0.9540395462434369,-0.7461093323373699
2016-10-01,4967.5,12085807.0,3.68,0.75,One_storey,419500,0.2664538719941639,0.5573717414376042,-0.9434660885509518,-0.7461093323373699
2016-11-01,4967.5,12085807.0,3.7,0.75,One_storey,422200,0.2664538719941639,0.5573717414376042,-0.9223191731659822,-0.7461093323373699
2016-12-01,4967.5,12085807.0,3.74,0.75,One_storey,424700,0.2664538719941639,0.5573717414376042,-0.8800253423960429,-0.7461093323373699
2017-01-01,5033.333333333333,12104356.0,3.73,0.75,One_storey,429200,0.5629706800076156,0.5862877980452752,-0.890598800088528,-0.7461093323373699
2017-02-01,5033.333333333333,12104356.0,3.75,0.75,One_storey,439800,0.5629706800076156,0.5862877980452752,-0.8694518847035584,-0.7461093323373699
2017-03-01,5033.333333333333,12104356.0,3.66,0.75,One_storey,450900,0.5629706800076156,0.5862877980452752,-0.9646130039359214,-0.7461093323373699
2017-04-01,5033.333333333333,12132380.33333333,3.62,0.75,One_storey,456000,0.5629706800076156,0.6299749622621504,-1.0069068347058607,-0.7461093323373699
2017-05-01,5033.333333333333,12132380.33333333,3.59,0.75,One_storey,453700,0.5629706800076156,0.6299749622621504,-1.0386272077833154,-0.7461093323373699
2017-06-01,5033.333333333333,12132380.33333333,3.6,0.75,One_storey,450200,0.5629706800076156,0.6299749622621504,-1.0280537500908304,-0.7461093323373699
2017-07-01,5033.333333333333,12181691.66666667,3.72,1.0,One_storey,446900,0.5629706800076156,0.7068464543138288,-0.9011722577810126,-0.5479684804205842
2017-08-01,5033.333333333333,12181691.66666667,3.82,1.0,One_storey,444300,0.5629706800076156,0.7068464543138288,-0.7954376808561648,-0.5479684804205842
2017-09-01,5033.333333333333,12181691.66666667,3.89,1.25,One_storey,444800,0.5629706800076156,0.7068464543138288,-0.721423477008771,-0.3498276285037986
2017-10-01,5033.333333333333,12240691.66666667,3.98,1.25,One_storey,445000,0.5629706800076156,0.7988216195439,-0.6262623577764078,-0.3498276285037986
2017-11-01,5033.333333333333,12240691.66666667,4.04,1.25,One_storey,446400,0.5629706800076156,0.7988216195439,-0.5628216116214989,-0.3498276285037986
2017-12-01,5033.333333333333,12240691.66666667,4.07,1.25,One_storey,449400,0.5629706800076156,0.7988216195439,-0.5311012385440442,-0.3498276285037986
2018-01-01,5047.5,12267193.0,4.14,1.5,One_storey,447300,0.6267780943902589,0.840134577376955,-0.45708703469665124,-0.15168677658701302
2018-02-01,5047.5,12267193.0,4.26,1.5,One_storey,446700,0.6267780943902589,0.840134577376955,-0.3302055423868335,-0.15168677658701302
2018-03-01,5047.5,12267193.0,4.27,1.5,One_storey,445800,0.6267780943902589,0.840134577376955,-0.3196320846943489,-0.15168677658701302
2018-04-01,5047.5,12301223.66666667,4.27,1.5,One_storey,445200,0.6267780943902589,0.8931850212677419,-0.3196320846943489,-0.15168677658701302
2018-05-01,5047.5,12301223.66666667,4.35,1.5,One_storey,443900,0.6267780943902589,0.8931850212677419,-0.23504442315447036,-0.15168677658701302
2018-06-01,5047.5,12301223.66666667,4.32,1.5,One_storey,442500,0.6267780943902589,0.8931850212677419,-0.2667647962319241,-0.15168677658701302
2018-07-01,5047.5,12357540.0,4.42,1.75,One_storey,442400,0.6267780943902589,0.9809766155640947,-0.16103021930707642,0.04645407532977262
2018-08-01,5047.5,12357540.0,4.43,1.75,One_storey,443100,0.6267780943902589,0.9809766155640947,-0.15045676161459184,0.04645407532977262
2018-09-01,5047.5,12357540.0,4.43,1.75,One_storey,441900,0.6267780943902589,0.9809766155640947,-0.15045676161459184,0.04645407532977262
2018-10-01,5047.5,12419828.33333333,4.48,2.0,One_storey,441900,0.6267780943902589,1.0780779672630574,-0.09758947315216705,0.24459492724655826
2018-11-01,5047.5,12419828.33333333,4.38,2.0,One_storey,439800,0.6267780943902589,1.0780779672630574,-0.20332405007701568,0.24459492724655826
2018-12-01,5047.5,12419828.33333333,4.59,2.0,One_storey,436900,0.6267780943902589,1.0780779672630574,0.01871856146516521,0.24459492724655826
2019-01-01,5063.333333333333,12445652.0,4.59,2.0,One_storey,433900,0.6980922634061513,1.1183345097802309,0.01871856146516521,0.24459492724655826
2019-02-01,5063.333333333333,12445652.0,4.52,2.0,One_storey,428300,0.6980922634061513,1.1183345097802309,-0.055295642382228734,0.24459492724655826
2019-03-01,5063.333333333333,12445652.0,4.44,2.0,One_storey,427200,0.6980922634061513,1.1183345097802309,-0.13988330392210632,0.24459492724655826
2019-04-01,5063.333333333333,12479081.0,4.33,2.0,One_storey,426600,0.6980922634061513,1.1704470148391468,-0.25619133853943954,0.24459492724655826
2019-05-01,5063.333333333333,12479081.0,4.3,2.0,One_storey,427600,0.6980922634061513,1.1704470148391468,-0.2879117116168942,0.24459492724655826
2019-06-01,5063.333333333333,12479081.0,4.23,2.0,One_storey,430400,0.6980922634061513,1.1704470148391468,-0.3619259154642872,0.24459492724655826
2019-07-01,5063.333333333333,12539498.33333333,4.14,2.0,One_storey,431900,0.6980922634061513,1.2646316625695424,-0.45708703469665124,0.24459492724655826
2019-08-01,5063.333333333333,12539498.33333333,4.08,2.0,One_storey,433500,0.6980922634061513,1.2646316625695424,-0.5205277808515597,0.24459492724655826
2019-09-01,5063.333333333333,12539498.33333333,4.07,2.0,One_storey,435600,0.6980922634061513,1.2646316625695424,-0.5311012385440442,0.24459492724655826
2019-10-01,5063.333333333333,12609387.33333333,4.09,2.0,One_storey,438000,0.6980922634061513,1.3735817019384313,-0.5099543231590751,0.24459492724655826
2019-11-01,5063.333333333333,12609387.33333333,4.09,2.0,One_storey,439700,0.6980922634061513,1.3735817019384313,-0.5099543231590751,0.24459492724655826
2019-12-01,5063.333333333333,12609387.33333333,4.08,2.0,One_storey,441300,0.6980922634061513,1.3735817019384313,-0.5205277808515597,0.24459492724655826
2020-01-01,5430.833333333333,12642736.0,4.08,2.0,One_storey,442400,2.3533316600382124,1.425568975275203,-0.5205277808515597,0.24459492724655826
2020-02-01,5430.833333333333,12642736.0,4.08,2.0,One_storey,443500,2.3533316600382124,1.425568975275203,-0.5205277808515597,0.24459492724655826
2020-03-01,5430.833333333333,12642736.0,3.9,1.0,One_storey,443300,2.3533316600382124,1.425568975275203,-0.7108500193162863,-0.5479684804205842
2020-04-01,5430.833333333333,12668980.33333333,3.95,0.5,One_storey,435400,2.3533316600382124,1.46648129552412,-0.657982730853862,-0.9442501842541555
2020-05-01,5430.833333333333,12668980.33333333,3.86,0.5,One_storey,439100,2.3533316600382124,1.46648129552412,-0.7531438500862256,-0.9442501842541555
2020-06-01,5430.833333333333,12668980.33333333,3.77,0.5,One_storey,449800,2.3533316600382124,1.46648129552412,-0.8483049693185887,-0.9442501842541555
2020-07-01,5430.833333333333,12676212.66666667,3.64,0.5,One_storey,463200,2.3533316600382124,1.4777557879534906,-0.9857599193208911,-0.9442501842541555
2020-08-01,5430.833333333333,12676212.66666667,3.57,0.5,One_storey,474500,2.3533316600382124,1.4777557879534906,-1.0597741231682851,-0.9442501842541555
2020-09-01,5430.833333333333,12676212.66666667,3.51,0.5,One_storey,485200,2.3533316600382124,1.4777557879534906,-1.123214869323194,-0.9442501842541555
2020-10-01,5430.833333333333,12675802.0,3.45,0.5,One_storey,492100,2.3533316600382124,1.4771155992327882,-1.1866556154781023,-0.9442501842541555
2020-11-01,5430.833333333333,12675802.0,3.42,0.5,One_storey,501100,2.3533316600382124,1.4771155992327882,-1.218375988555557,-0.9442501842541555
2020-12-01,5430.833333333333,12675802.0,3.34,0.5,One_storey,509900,2.3533316600382124,1.4771155992327882,-1.3029636500954356,-0.9442501842541555
2021-01-01,5276.666666666667,12686097.0,3.3,0.5,One_storey,521600,1.658956856462407,1.493164486114883,-1.3452574808653748,-0.9442501842541555
2021-02-01,5276.666666666667,12686097.0,3.25,0.5,One_storey,539000,1.658956856462407,1.493164486114883,-1.3981247693277987,-0.9442501842541555
2021-03-01,5276.666666666667,12686097.0,3.26,0.5,One_storey,558000,1.658956856462407,1.493164486114883,-1.387551311635314,-0.9442501842541555
2021-04-01,5276.666666666667,12713639.33333333,3.25,0.5,One_storey,568400,1.658956856462407,1.5361002599988616,-1.3981247693277987,-0.9442501842541555
2021-05-01,5276.666666666667,12713639.33333333,3.25,0.5,One_storey,578300,1.658956856462407,1.5361002599988616,-1.3981247693277987,-0.9442501842541555
2021-06-01,5276.666666666667,12713639.33333333,3.26,0.5,One_storey,587700,1.658956856462407,1.5361002599988616,-1.387551311635314,-0.9442501842541555
2021-07-01,5276.666666666667,12746621.33333333,3.2,0.5,One_storey,593600,1.658956856462407,1.587515936263577,-1.4509920577902224,-0.9442501842541555
2021-08-01,5276.666666666667,12746621.33333333,3.2,0.5,One_storey,603300,1.658956856462407,1.587515936263577,-1.4509920577902224,-0.9442501842541555
2021-09-01,5276.666666666667,12746621.33333333,3.22,0.5,One_storey,613300,1.658956856462407,1.587515936263577,-1.429845142405253,-0.9442501842541555
2021-10-01,5276.666666666667,12815623.66666667,3.29,0.5,One_storey,628700,1.658956856462407,1.6950837499855151,-1.3558309385578593,-0.9442501842541555
2021-11-01,5276.666666666667,12815623.66666667,3.4,0.5,One_storey,644200,1.658956856462407,1.6950837499855151,-1.2395229039405267,-0.9442501842541555
2021-12-01,5276.666666666667,12815623.66666667,3.45,0.5,One_storey,661400,1.658956856462407,1.6950837499855151,-1.1866556154781023,-0.9442501842541555
2022-01-01,5066.666666666667,12855344.0,3.44,0.5,One_storey,693400,0.713105772672658,1.757003821533423,-1.1972290731705875,-0.9442501842541555
2022-02-01,5066.666666666667,12855344.0,3.58,0.5,One_storey,713600,0.713105772672658,1.757003821533423,-1.0492006654758,-0.9442501842541555
2022-03-01,5066.666666666667,12855344.0,3.77,0.75,One_storey,711100,0.713105772672658,1.757003821533423,-0.8483049693185887,-0.7461093323373699
2022-04-01,5066.666666666667,12894141.33333333,4.19,1.25,One_storey,696900,0.713105772672658,1.817485027360867,-0.40421974623422646,-0.3498276285037986
2022-05-01,5066.666666666667,12894141.33333333,4.63,1.25,One_storey,682600,0.713105772672658,1.817485027360867,0.06101239223510447,-0.3498276285037986
2005-01-01,4487.5,10691670.33333333,5.6,2.75,Two_storey,302900,-1.8954914623824055,-1.6159494495787967,1.0866377884061305,0.8390174829969151
2005-02-01,4487.5,10691670.33333333,5.59,2.75,Two_storey,303300,-1.8954914623824055,-1.6159494495787967,1.076064330713646,0.8390174829969151
2005-03-01,4487.5,10691670.33333333,5.6,2.75,Two_storey,304300,-1.8954914623824055,-1.6159494495787967,1.0866377884061305,0.8390174829969151
2005-04-01,4487.5,10713523.0,5.67,2.75,Two_storey,304800,-1.8954914623824055,-1.5818833033519386,1.1606519922535243,0.8390174829969151
2005-05-01,4487.5,10713523.0,5.55,2.75,Two_storey,305400,-1.8954914623824055,-1.5818833033519386,1.0337704999437065,0.8390174829969151
2005-06-01,4487.5,10713523.0,5.31,2.75,Two_storey,307200,-1.8954914623824055,-1.5818833033519386,0.780007515324071,0.8390174829969151
2005-07-01,4487.5,10747577.33333333,5.26,2.75,Two_storey,309600,-1.8954914623824055,-1.528795965468329,0.7271402268616471,0.8390174829969151
2005-08-01,4487.5,10747577.33333333,5.32,2.75,Two_storey,312300,-1.8954914623824055,-1.528795965468329,0.7905809730165565,0.8390174829969151
2005-09-01,4487.5,10747577.33333333,5.3,3.0,Two_storey,314800,-1.8954914623824055,-1.528795965468329,0.7694340576315865,1.0371583349137008
2005-10-01,4487.5,10784437.0,5.39,3.25,Two_storey,318500,-1.8954914623824055,-1.4713353903498154,0.8645951768639495,1.2352991868304863
2005-11-01,4487.5,10784437.0,5.56,3.25,Two_storey,321500,-1.8954914623824055,-1.4713353903498154,1.044343957636191,1.2352991868304863
2005-12-01,4487.5,10784437.0,5.6,3.5,Two_storey,324600,-1.8954914623824055,-1.4713353903498154,1.0866377884061305,1.433440038747272
