Date,Median income,Population,Mortgage Rate,Interest Rate,property_type,price
2009-02-01,-0.4541945727980259,-0.9130185968170795,0.7482871422466173,-0.3498276285037986,Townhouse,262300
2009-03-01,-0.4541945727980259,-0.9130185968170795,0.6002587345518293,-0.7461093323373699,Townhouse,260100
2009-04-01,-0.4541945727980259,-0.8690830476907178,0.2301877153148615,-0.9442501842541555,Townhouse,259500
2009-05-01,-0.4541945727980259,-0.8690830476907178,0.05043893454261989,-0.9442501842541555,Townhouse,260200
2009-06-01,-0.4541945727980259,-0.8690830476907178,0.34649574993219473,-0.9442501842541555,Townhouse,261900
2009-07-01,-0.4541945727980259,-0.8078889044243056,0.6002587345518293,-0.9442501842541555,Townhouse,265600
2009-08-01,-0.4541945727980259,-0.8078889044243056,0.5896852768593448,-0.9442501842541555,Townhouse,268600
2009-09-01,-0.4541945727980259,-0.8078889044243056,0.4205099537795877,-0.9442501842541555,Townhouse,272200
2009-10-01,-0.4541945727980259,-0.74110973813026,0.4522303268570424,-0.9442501842541555,Townhouse,275800
2009-11-01,-0.4541945727980259,-0.74110973813026,0.5156710730119508,-0.9442501842541555,Townhouse,279200
2009-12-01,-0.4541945727980259,-0.74110973813026,0.2724815460848008,-0.9442501842541555,Townhouse,282500
2010-01-01,-0.5630425149801809,-0.7149020123767036,0.2407611730073461,-0.9442501842541555,Townhouse,286200
2010-02-01,-0.5630425149801809,-0.7149020123767036,0.1667469691599531,-0.9442501842541555,Townhouse,287400
2010-03-01,-0.5630425149801809,-0.7149020123767036,0.145600053774983,-0.9442501842541555,Townhouse,289500
2010-04-01,-0.5630425149801809,-0.6725804455283291,0.6108321922443148,-0.9442501842541555,Townhouse,291100
2010-05-01,-0.5630425149801809,-0.6725804455283291,0.7694340576315865,-0.9442501842541555,Townhouse,291100
2010-06-01,-0.5630425149801809,-0.6725804455283291,0.6425525653217686,-0.7461093323373699,Townhouse,291000
2010-07-01,-0.5630425149801809,-0.6125934113513439,0.47337724224201155,-0.5479684804205842,Townhouse,289200
2010-08-01,-0.5630425149801809,-0.6125934113513439,0.2619080883923162,-0.5479684804205842,Townhouse,288400
2010-09-01,-0.5630425149801809,-0.6125934113513439,0.02929201915764979,-0.3498276285037986,Townhouse,288400
2010-10-01,-0.5630425149801809,-0.5467927153179147,-0.055295642382228734,-0.3498276285037986,Townhouse,288300
2010-11-01,-0.5630425149801809,-0.5467927153179147,-0.12930984622962174,-0.3498276285037986,Townhouse,289000
2010-12-01,-0.5630425149801809,-0.5467927153179147,-0.0764425577671979,-0.3498276285037986,Townhouse,290800
2011-01-01,-0.6230965520461954,-0.5290721668169114,-0.023575269304774053,-0.3498276285037986,Townhouse,291300
2011-02-01,-0.6230965520461954,-0.5290721668169114,0.11387968069752831,-0.3498276285037986,Townhouse,292700
2011-03-01,-0.6230965520461954,-0.5290721668169114,0.13502659608249842,-0.3498276285037986,Townhouse,293900
2011-04-01,-0.6230965520461954,-0.49585614132631384,0.31477537685474005,-0.3498276285037986,Townhouse,294700
2011-05-01,-0.6230965520461954,-0.49585614132631384,0.2724815460848008,-0.3498276285037986,Townhouse,295600
2011-06-01,-0.6230965520461954,-0.49585614132631384,0.02929201915764979,-0.3498276285037986,Townhouse,296100
2011-07-01,-0.6230965520461954,-0.4393896254794725,-0.0024283539198039525,-0.3498276285037986,Townhouse,298700
2011-08-01,-0.6230965520461954,-0.4393896254794725,-0.055295642382228734,-0.3498276285037986,Townhouse,300900
2011-09-01,-0.6230965520461954,-0.4393896254794725,-0.16103021930707642,-0.3498276285037986,Townhouse,301500
2011-10-01,-0.6230965520461954,-0.3778171888781124,-0.23504442315447036,-0.3498276285037986,Townhouse,302400
2011-11-01,-0.6230965520461954,-0.3778171888781124,-0.20332405007701568,-0.3498276285037986,Townhouse,303500
2011-12-01,-0.6230965520461954,-0.3778171888781124,-0.22447096546198483,-0.3498276285037986,Townhouse,302800
2012-01-01,-0.33033312134936826,-0.34751267101905375,-0.27733825392440964,-0.3498276285037986,Townhouse,303400
2012-02-01,-0.33033312134936826,-0.34751267101905375,-0.3619259154642872,-0.3498276285037986,Townhouse,304700
2012-03-01,-0.33033312134936826,-0.34751267101905375,-0.3830728308492573,-0.3498276285037986,Townhouse,305000
2012-04-01,-0.33033312134936826,-0.30793736828502505,-0.22447096546198483,-0.3498276285037986,Townhouse,305400
2012-05-01,-0.33033312134936826,-0.30793736828502505,-0.23504442315447036,-0.3498276285037986,Townhouse,305500
2012-06-01,-0.33033312134936826,-0.30793736828502505,-0.34077900007931805,-0.3498276285037986,Townhouse,305500
2012-07-01,-0.33033312134936826,-0.24495620471790464,-0.3619259154642872,-0.3498276285037986,Townhouse,305200
2012-08-01,-0.33033312134936826,-0.24495620471790464,-0.3619259154642872,-0.3498276285037986,Townhouse,304000
2012-09-01,-0.33033312134936826,-0.24495620471790464,-0.3936462885417419,-0.3498276285037986,Townhouse,303400
2012-10-01,-0.33033312134936826,-0.18178017851258488,-0.42536666161919656,-0.3498276285037986,Townhouse,303600
2012-11-01,-0.33033312134936826,-0.18178017851258488,-0.4465135770041657,-0.3498276285037986,Townhouse,303400
2012-12-01,-0.33033312134936826,-0.18178017851258488,-0.4465135770041657,-0.3498276285037986,Townhouse,304800
2013-01-01,-0.06384333186892169,-0.15745040895757265,-0.45708703469665124,-0.3498276285037986,Townhouse,305400
